answer_id,department,orig_is_multi,arctic-base @ 1024d,arctic-base @ 768d,arctic-base @ 512d,arctic-base @ 256d
a0ca37a6-f03e-11ef-819f-010101010000,내과,0,45,48,41,35
a0ca5eb9-f03e-11ef-b235-010101010000,안과,1,3,3,3,4
a0caacdb-f03e-11ef-be42-010101010000,피부과,0,1,1,1,1
a0cc0c6b-f03e-11ef-86d4-010101010000,안과,0,1,1,1,1
a0cd6bfb-f03e-11ef-917e-010101010000,내과,0,1,1,1,1
a0ce2f4a-f03e-11ef-98ac-010101010000,외과,0,8,9,14,15
a0cea479-f03e-11ef-9878-010101010000,안과,1,4,4,5,8
a0cfdcf7-f03e-11ef-8b7a-010101010000,피부과,0,1,1,1,1
a0cfdcf8-f03e-11ef-81b7-010101010000,내과,0,1,1,1,1
a0d0793b-f03e-11ef-9fda-010101010000,내과,1,1,1,1,1
a0d1ffd9-f03e-11ef-9f53-010101010000,외과,1,21,23,20,23
a0d2ea3b-f03e-11ef-93e5-010101010000,내과,0,1,1,1,1
a0d4e5e2-f03e-11ef-a396-010101010000,피부과,1,1,1,1,1
a0d536b3-f03e-11ef-befe-010101010000,내과,0,4,4,4,8
a0d5fa01-f03e-11ef-ba37-010101010000,안과,1,1,1,1,1
a0d64828-f03e-11ef-9eeb-010101010000,내과,0,1,1,1,1
a0d6e462-f03e-11ef-b066-010101010000,외과,0,1,1,1,1
a0d75c54-f03e-11ef-8b38-010101010000,내과,1,1,1,1,2
a0d78366-f03e-11ef-bab5-010101010000,내과,1,3,3,4,4
a0d95828-f03e-11ef-a9ae-010101010000,내과,0,6,6,5,9
a0da4294-f03e-11ef-b3bf-010101010000,내과,1,1,1,1,1
a0da90a7-f03e-11ef-b0e9-010101010000,내과,0,1,1,1,1
a0dc3e50-f03e-11ef-869d-010101010000,내과,0,1,1,1,1
a0dd76ce-f03e-11ef-8e08-010101010000,내과,0,1,1,1,1
a0de1310-f03e-11ef-ac43-010101010000,내과,0,3,5,3,4
a0ded667-f03e-11ef-a575-010101010000,피부과,1,1,1,1,1
a0dfc0c5-f03e-11ef-8788-010101010000,내과,0,1,1,1,1
a0dfc0c6-f03e-11ef-8d39-010101010000,내과,0,2,2,1,1
a0dfe7ce-f03e-11ef-ae6e-010101010000,내과,0,4,2,4,4
a0e12057-f03e-11ef-b817-010101010000,외과,1,7,3,3,4
a0e14769-f03e-11ef-bd07-010101010000,내과,1,1,1,1,1
a0e258eb-f03e-11ef-a470-010101010000,내과,1,1,1,1,1
a0e2a6f9-f03e-11ef-a9e7-010101010000,외과,0,1,1,1,1
a0e56656-f03e-11ef-a866-010101010000,내과,0,1,1,1,1
a0e629a2-f03e-11ef-8d46-010101010000,내과,0,1,1,1,1
a0e73d5a-f03e-11ef-a09b-010101010000,내과,1,1,1,1,1
a0e96036-f03e-11ef-acba-010101010000,피부과,0,475,588,388,763
a0e98746-f03e-11ef-ad6b-010101010000,내과,1,1,1,1,1
a0e9ae57-f03e-11ef-a286-010101010000,외과,1,24,29,31,15
a0e9d569-f03e-11ef-9062-010101010000,안과,0,2,1,1,1
a0eabfc2-f03e-11ef-9512-010101010000,내과,1,422,476,415,377
a0ec4667-f03e-11ef-affe-010101010000,피부과,0,41,49,55,103
a0ec9486-f03e-11ef-893a-010101010000,피부과,1,2,2,2,2
a0eeb763-f03e-11ef-b71c-010101010000,내과,0,1,1,1,1
a0ef2c98-f03e-11ef-b4bf-010101010000,내과,1,6,5,6,5
a0efa1bf-f03e-11ef-98e4-010101010000,안과,0,1,1,1,1
a0f08c1f-f03e-11ef-aa82-010101010000,내과,0,1,1,1,1
a0f212c3-f03e-11ef-86d6-010101010000,외과,1,10,16,12,9
a0f239db-f03e-11ef-826a-010101010000,내과,1,2,2,2,2
a0f260df-f03e-11ef-962b-010101010000,외과,1,77,79,123,152
a0f2aefd-f03e-11ef-9aba-010101010000,치과,1,25,28,31,28
a0f2d614-f03e-11ef-872b-010101010000,안과,0,1,1,1,1
a0f45cee-f03e-11ef-b2b1-010101010000,내과,0,49,66,32,33
a0f4d213-f03e-11ef-bec9-010101010000,외과,0,1,1,1,1
a0f7573f-f03e-11ef-bc16-010101010000,내과,0,1,1,1,1
a0f88fa2-f03e-11ef-8b28-010101010000,내과,1,1,1,1,1
a0f904cf-f03e-11ef-820a-010101010000,내과,0,75,81,76,91
a0f97a03-f03e-11ef-8a7a-010101010000,치과,0,1,1,2,1
a0fa8b74-f03e-11ef-8edc-010101010000,내과,0,2,2,2,3
a0fb75d0-f03e-11ef-bbfc-010101010000,피부과,0,20,21,17,26
a0fb75d1-f03e-11ef-b06c-010101010000,내과,0,2,3,6,8
a0fb9ce0-f03e-11ef-a59e-010101010000,안과,1,1,1,1,2
a0fe0ddf-f03e-11ef-8b22-010101010000,피부과,1,2,2,2,2
a0fef839-f03e-11ef-9653-010101010000,내과,0,1,1,1,1
a0ff947b-f03e-11ef-9d96-010101010000,내과,1,24,31,33,26
a0ffe29e-f03e-11ef-9217-010101010000,내과,1,68,93,70,72
a100a5f3-f03e-11ef-9613-010101010000,내과,1,5,5,5,6
a1014232-f03e-11ef-b320-010101010000,내과,0,2,2,2,2
a101de70-f03e-11ef-9bde-010101010000,내과,0,1,1,1,1
a1033e32-f03e-11ef-b423-010101010000,외과,0,1,1,1,1
a1038c47-f03e-11ef-a988-010101010000,피부과,1,1,1,1,1
a10428a9-f03e-11ef-bc11-010101010000,내과,0,1,1,1,1
a1057544-f03e-11ef-92ef-010101010000,외과,0,37,45,37,23
a105c358-f03e-11ef-9b30-010101010000,외과,0,8,8,8,6
a105c359-f03e-11ef-b286-010101010000,내과,0,1,1,1,1
a1065fa3-f03e-11ef-a8fe-010101010000,내과,0,1,1,1,1
a10686ac-f03e-11ef-ac56-010101010000,피부과,0,1,1,1,1
a1080d52-f03e-11ef-9eea-010101010000,내과,0,12,13,13,19
a108345d-f03e-11ef-b8fc-010101010000,내과,0,1,1,1,1
a1085b6b-f03e-11ef-9b2f-010101010000,피부과,0,24,26,37,36
a1096cbc-f03e-11ef-867a-010101010000,외과,0,2,2,3,2
a10a5717-f03e-11ef-987e-010101010000,내과,0,1,1,1,1
a10a7e39-f03e-11ef-8387-010101010000,내과,0,1,1,1,1
a10bdddd-f03e-11ef-b119-010101010000,내과,1,1,1,1,1
a10c04ec-f03e-11ef-9043-010101010000,내과,0,4096,4390,4218,5225
a10d3d6e-f03e-11ef-893b-010101010000,내과,0,14,16,23,21
a10dd992-f03e-11ef-be32-010101010000,내과,0,1,1,1,1
a10e009b-f03e-11ef-8da9-010101010000,내과,0,24,27,30,27
a110719b-f03e-11ef-8685-010101010000,내과,1,201,312,306,217
a111aa13-f03e-11ef-b777-010101010000,피부과,0,1,1,1,1
a111aa14-f03e-11ef-b6fa-010101010000,외과,0,1,1,1,1
a1121f8e-f03e-11ef-9bd8-010101010000,내과,1,223,241,237,204
a1124689-f03e-11ef-b4e1-010101010000,외과,0,1,1,1,1
a11330e9-f03e-11ef-8b5b-010101010000,내과,0,1,1,1,1
a1141b47-f03e-11ef-a18a-010101010000,피부과,0,1,1,1,1
a1144462-f03e-11ef-969f-010101010000,내과,0,2247,2686,1984,1498
a11507ba-f03e-11ef-98d3-010101010000,내과,0,1,1,1,1
a115cb04-f03e-11ef-a0fb-010101010000,안과,0,1,1,1,1
a1179fca-f03e-11ef-8cd9-010101010000,내과,1,2,2,2,2
a118ff55-f03e-11ef-bb4e-010101010000,내과,0,2,2,3,2
a1192666-f03e-11ef-b9a6-010101010000,내과,0,4,15,19,10
a1194d75-f03e-11ef-8d70-010101010000,외과,0,2,2,2,4
a119c2b1-f03e-11ef-b766-010101010000,치과,1,2,2,2,2
a11aad08-f03e-11ef-8ed7-010101010000,내과,0,2,1,2,2
a11afb26-f03e-11ef-b8ab-010101010000,피부과,0,2,2,2,2
a11cf6f6-f03e-11ef-bef5-010101010000,내과,0,6,4,8,11
a11ecbba-f03e-11ef-b601-010101010000,내과,1,1,1,1,1
a11ef2d0-f03e-11ef-b051-010101010000,외과,1,84,93,56,97
a11fb616-f03e-11ef-87ce-010101010000,내과,1,2,2,2,2
a11fdd27-f03e-11ef-85f5-010101010000,내과,1,2,2,2,2
a1200438-f03e-11ef-aa9d-010101010000,내과,0,1,1,1,1
a1224e78-f03e-11ef-a23d-010101010000,내과,1,1,1,1,1
a1239ac9-f03e-11ef-8354-010101010000,내과,0,6,6,6,7
a1245e1d-f03e-11ef-86e8-010101010000,내과,0,1,1,1,1
a124d347-f03e-11ef-b94c-010101010000,내과,0,39,31,27,37
a124fa5c-f03e-11ef-8ab6-010101010000,내과,0,1,1,1,1
a12659e8-f03e-11ef-9deb-010101010000,내과,0,1,1,1,1
a126cf1a-f03e-11ef-b1f9-010101010000,피부과,0,1,1,2,3
a12e9748-f03e-11ef-afac-010101010000,내과,0,165,143,140,159
a1301de6-f03e-11ef-bd5f-010101010000,치과,0,1,1,1,1
a1306c2b-f03e-11ef-9ecb-010101010000,내과,0,1,1,1,1
a130933a-f03e-11ef-bd33-010101010000,내과,0,18,16,17,15
a133b446-f03e-11ef-bd9c-010101010000,내과,0,2,2,2,3
a133db51-f03e-11ef-9549-010101010000,외과,1,279,283,270,328
a134508c-f03e-11ef-b595-010101010000,내과,1,31,37,30,29
a1347795-f03e-11ef-bc0b-010101010000,치과,0,1,1,1,1
a1349ea4-f03e-11ef-bd56-010101010000,외과,0,3,3,4,5
a134ecc4-f03e-11ef-aacf-010101010000,내과,0,1,1,1,2
a13561f3-f03e-11ef-99a5-010101010000,내과,0,9,13,9,8
a135b016-f03e-11ef-8c41-010101010000,내과,0,1,1,1,1
a13736b2-f03e-11ef-8026-010101010000,내과,1,364,349,331,307
a13784d5-f03e-11ef-ba81-010101010000,내과,0,3,3,3,2
a139a7b2-f03e-11ef-b949-010101010000,외과,0,5,8,8,7
a13a43f1-f03e-11ef-b265-010101010000,내과,0,1,1,1,1
a13ae039-f03e-11ef-95a3-010101010000,내과,0,2,2,2,2
a13b556f-f03e-11ef-9a3a-010101010000,피부과,0,1,1,1,1
a13b7c74-f03e-11ef-9e5f-010101010000,피부과,1,2,2,2,3
a13c8de2-f03e-11ef-b1d9-010101010000,내과,0,1,1,1,1
a13dc664-f03e-11ef-896e-010101010000,내과,1,831,681,652,592
a13ded76-f03e-11ef-ad32-010101010000,내과,0,1,1,1,1
a13f7414-f03e-11ef-a341-010101010000,내과,1,2,2,2,2
a140d3c8-f03e-11ef-92ca-010101010000,안과,0,4,4,3,3
a140fad3-f03e-11ef-aeb4-010101010000,내과,0,1,1,1,1
a14234cf-f03e-11ef-bc21-010101010000,내과,0,1,1,1,1
a1431f26-f03e-11ef-8ef0-010101010000,내과,1,81,99,138,121
a1447ebb-f03e-11ef-97e6-010101010000,외과,1,12,14,19,11
a144a5cf-f03e-11ef-8a8b-010101010000,피부과,0,1,2,2,1
a146a196-f03e-11ef-9eba-010101010000,내과,0,22,19,20,25
a14716ca-f03e-11ef-a097-010101010000,내과,0,26,23,28,23
a1484f50-f03e-11ef-95ac-010101010000,외과,0,4,4,6,3
a148765b-f03e-11ef-8482-010101010000,내과,1,2,2,2,2
a14987ca-f03e-11ef-a88f-010101010000,내과,0,14,13,14,18
a14987cb-f03e-11ef-9bd0-010101010000,피부과,0,1,1,1,1
a149d5ea-f03e-11ef-8a50-010101010000,내과,0,1,1,1,1
a14b5c88-f03e-11ef-b4ff-010101010000,내과,0,23,29,29,29
a14bf8cd-f03e-11ef-8fd4-010101010000,내과,0,1,1,1,1
a14c1fdb-f03e-11ef-bcc6-010101010000,피부과,1,1,1,1,1
a14cbc1e-f03e-11ef-8091-010101010000,내과,1,1,1,1,1
a14d5859-f03e-11ef-8180-010101010000,피부과,0,1,1,1,1
a150179f-f03e-11ef-922e-010101010000,외과,1,1,1,1,2
a15017a1-f03e-11ef-848f-010101010000,내과,1,11,15,15,16
a1508cd6-f03e-11ef-b434-010101010000,내과,0,7,10,9,12
a1512914-f03e-11ef-8827-010101010000,내과,1,2,2,2,2
a152433b-f03e-11ef-a1af-010101010000,피부과,1,1,1,1,1
a1530687-f03e-11ef-953d-010101010000,외과,1,1,1,1,1
a15417f2-f03e-11ef-abe5-010101010000,내과,0,1,1,1,1
a154b428-f03e-11ef-b25f-010101010000,내과,0,21,16,17,20
a1552976-f03e-11ef-ae20-010101010000,내과,1,1,2,2,3
a1555077-f03e-11ef-b7c1-010101010000,내과,0,1,1,1,1
a1559eb4-f03e-11ef-9404-010101010000,내과,1,1,1,1,1
a1568914-f03e-11ef-a028-010101010000,내과,0,1,1,1,1
a156b035-f03e-11ef-8883-010101010000,내과,0,100,90,44,115
a15836c6-f03e-11ef-9472-010101010000,안과,0,149,152,196,163
a1585dd8-f03e-11ef-8d02-010101010000,피부과,1,4,6,6,11
a158abf1-f03e-11ef-be98-010101010000,내과,0,12,11,12,12
a158fa16-f03e-11ef-a36e-010101010000,외과,0,1,1,2,1
a15b4404-f03e-11ef-96d5-010101010000,내과,0,1,1,1,1
a15c7c84-f03e-11ef-9058-010101010000,외과,0,1,1,1,1
a15ccaa4-f03e-11ef-8ca1-010101010000,내과,1,1,1,1,1
a15e789d-f03e-11ef-8b17-010101010000,외과,1,1,1,1,1
a15ec6b2-f03e-11ef-8624-010101010000,내과,0,12,19,19,14
a15eedc9-f03e-11ef-8a0c-010101010000,내과,0,1,1,1,1
a15fb115-f03e-11ef-a13e-010101010000,내과,0,1,1,1,1
a15fff34-f03e-11ef-bab5-010101010000,내과,0,1,1,1,1
a1602649-f03e-11ef-b5c3-010101010000,내과,1,8,3,5,10
a1607469-f03e-11ef-b920-010101010000,외과,0,2,2,2,3
a1633687-f03e-11ef-a8ae-010101010000,내과,0,3,2,3,3
a163d2c9-f03e-11ef-9b74-010101010000,내과,0,1,1,1,1
a1649615-f03e-11ef-b0a7-010101010000,내과,0,1,1,1,1
a164e433-f03e-11ef-89b9-010101010000,내과,1,1,1,1,1
a1650b49-f03e-11ef-a61c-010101010000,피부과,1,1,1,1,1
a1655967-f03e-11ef-9df0-010101010000,내과,0,2,2,4,1
a16706fb-f03e-11ef-8c98-010101010000,내과,1,1,1,1,1
a1672e0c-f03e-11ef-875f-010101010000,외과,1,1,1,1,1
a1698eec-f03e-11ef-b803-010101010000,내과,1,2,2,2,2
a16a0424-f03e-11ef-9cfd-010101010000,내과,1,8,8,8,6
a16a0425-f03e-11ef-8cc3-010101010000,내과,0,1,1,1,1
a16a523f-f03e-11ef-a0c0-010101010000,내과,1,13123,13104,13176,13016
a16bb1d2-f03e-11ef-a7a1-010101010000,내과,0,4,4,4,4
a16c4e26-f03e-11ef-81d0-010101010000,내과,0,1,1,1,1
a16c751c-f03e-11ef-8895-010101010000,치과,1,394,309,562,858
a16dfbff-f03e-11ef-b347-010101010000,외과,1,1,1,1,1
a16e22f5-f03e-11ef-9605-010101010000,내과,0,22,21,25,24
a16f8281-f03e-11ef-928a-010101010000,내과,1,1,1,1,1
a1714404-f03e-11ef-b51f-010101010000,내과,0,56,47,49,61
a1719222-f03e-11ef-aa90-010101010000,외과,0,1,1,1,1
a17366e6-f03e-11ef-ba6f-010101010000,피부과,0,1,1,1,1
a173dc17-f03e-11ef-bfef-010101010000,내과,1,101,91,119,118
a1762608-f03e-11ef-9d6f-010101010000,내과,0,2,4,3,3
a1762609-f03e-11ef-8728-010101010000,내과,0,26,30,51,55
a1786ff1-f03e-11ef-8638-010101010000,내과,1,2,3,2,2
a1789703-f03e-11ef-8b2c-010101010000,치과,0,1,1,1,1
a178e522-f03e-11ef-b3c1-010101010000,외과,0,1,1,1,1
a1798162-f03e-11ef-bd2b-010101010000,내과,0,1,1,1,2
a179f692-f03e-11ef-a72f-010101010000,안과,0,17,17,15,23
a17a1da3-f03e-11ef-8a2b-010101010000,외과,0,1,1,1,1
a17d03f7-f03e-11ef-9abc-010101010000,내과,0,6,6,5,5
a17da037-f03e-11ef-890b-010101010000,내과,1,2,2,2,2
a17e3c73-f03e-11ef-a6cd-010101010000,피부과,0,1,1,1,1
a17f61c7-f03e-11ef-9e2f-010101010000,내과,0,1,1,1,1
a181f9db-f03e-11ef-bb1e-010101010000,치과,1,23,21,24,20
a18220e9-f03e-11ef-9bf4-010101010000,외과,0,148,234,217,335
a182e43c-f03e-11ef-97ff-010101010000,외과,1,12,12,21,23
a1833258-f03e-11ef-bea1-010101010000,내과,1,1,1,1,1
a1838079-f03e-11ef-9555-010101010000,내과,1,1,1,1,3
a18443c5-f03e-11ef-a8fb-010101010000,내과,0,1,1,1,1
a1855545-f03e-11ef-a06a-010101010000,내과,1,58,49,62,79
a185ca68-f03e-11ef-9b8f-010101010000,피부과,0,1,1,1,1
a186b4c3-f03e-11ef-a8e9-010101010000,내과,0,1,1,1,1
a18702ea-f03e-11ef-a9d6-010101010000,외과,0,1,1,1,1
a18729f5-f03e-11ef-9fa4-010101010000,치과,0,8,12,10,11
a187c636-f03e-11ef-909c-010101010000,내과,1,29,31,25,39
a1886276-f03e-11ef-ab93-010101010000,안과,1,1,1,1,1
a189e915-f03e-11ef-a5fb-010101010000,내과,1,1,1,1,1
a18b6fb8-f03e-11ef-b1e1-010101010000,피부과,0,1,1,1,1
a18c5a3e-f03e-11ef-8668-010101010000,안과,0,2,2,2,2
a18d4499-f03e-11ef-a134-010101010000,외과,1,2,2,3,2
a18e90d8-f03e-11ef-901c-010101010000,내과,0,2,1,2,1
a18eb7ea-f03e-11ef-80e3-010101010000,외과,0,3,3,3,3
a18f5432-f03e-11ef-b79c-010101010000,치과,1,2,2,2,2
a1919fe2-f03e-11ef-92ec-010101010000,피부과,1,130,136,145,158
a192b14e-f03e-11ef-a91b-010101010000,외과,0,18,23,27,21
a1932680-f03e-11ef-9ad2-010101010000,치과,1,1,1,1,1
a194ad24-f03e-11ef-91db-010101010000,내과,0,1,1,1,1
a1954965-f03e-11ef-9dc2-010101010000,내과,0,1,1,1,1
a1957073-f03e-11ef-b201-010101010000,내과,1,2,2,2,2
a195977f-f03e-11ef-979e-010101010000,피부과,0,2,1,2,2
a195e5a7-f03e-11ef-bc57-010101010000,내과,1,1,1,1,1
a19633c0-f03e-11ef-837d-010101010000,외과,0,11,10,6,10
a1965ae5-f03e-11ef-9491-010101010000,내과,0,59,56,90,83
a1974545-f03e-11ef-a8b8-010101010000,피부과,0,1,1,1,1
a1979354-f03e-11ef-8fa4-010101010000,내과,0,1,2,2,2
a1998f25-f03e-11ef-b5ec-010101010000,내과,0,1,1,1,1
a19a044f-f03e-11ef-a063-010101010000,피부과,0,1,1,1,1
a19a5270-f03e-11ef-aac7-010101010000,내과,0,2,2,1,2
a19b3cd5-f03e-11ef-87d7-010101010000,내과,0,27,22,14,22
a19c2759-f03e-11ef-809b-010101010000,외과,1,79,85,84,101
a19c9c90-f03e-11ef-95e5-010101010000,외과,0,5,2,2,8
a19ddec3-f03e-11ef-b875-010101010000,내과,1,8,7,7,7
a19e05d7-f03e-11ef-a809-010101010000,외과,0,3,3,3,3
a19e53e4-f03e-11ef-8150-010101010000,내과,0,1,1,1,1
a19ea1ff-f03e-11ef-8a2a-010101010000,치과,0,3,6,4,6
a19f8c5e-f03e-11ef-9dfa-010101010000,안과,0,10,10,5,5
a1a04fb6-f03e-11ef-a90e-010101010000,내과,0,373,384,422,412
a1a09ddc-f03e-11ef-a740-010101010000,내과,1,19,26,18,15
a1a13a36-f03e-11ef-afe8-010101010000,내과,0,1,1,1,1
a1a1af45-f03e-11ef-9211-010101010000,내과,0,1,1,1,1
a1a2e7c6-f03e-11ef-8122-010101010000,치과,1,22,26,26,27
a1a335e4-f03e-11ef-927e-010101010000,내과,0,27,27,28,19
a1a35cf0-f03e-11ef-895d-010101010000,내과,0,32,32,23,25
a1a4bc84-f03e-11ef-9804-010101010000,내과,0,310,464,628,512
a1a531b9-f03e-11ef-8045-010101010000,피부과,0,1,2,1,1
a1a5f4fa-f03e-11ef-9df3-010101010000,내과,0,1,1,1,2
a1a7548f-f03e-11ef-a107-010101010000,외과,1,19,26,26,38
a1a865fd-f03e-11ef-82af-010101010000,내과,0,73,74,75,76
a1a90265-f03e-11ef-9c14-010101010000,내과,1,6,4,7,5
a1a9505c-f03e-11ef-ba88-010101010000,내과,0,1,1,1,1
a1a99e7d-f03e-11ef-ba07-010101010000,피부과,1,8,10,10,8
a1aa61c5-f03e-11ef-836b-010101010000,내과,0,2,2,2,2
a1ac5db6-f03e-11ef-b357-010101010000,내과,0,183,192,190,191
a1ad248c-f03e-11ef-b5af-010101010000,내과,0,5,7,12,9
a1ad72b8-f03e-11ef-a534-010101010000,피부과,0,1,1,1,2
a1ad72b9-f03e-11ef-ba14-010101010000,피부과,0,4,6,6,6
a1adc0cf-f03e-11ef-8d4b-010101010000,외과,1,12,12,13,15
a1aef952-f03e-11ef-bc04-010101010000,외과,1,21,21,22,26
a1b058e2-f03e-11ef-9bc0-010101010000,내과,0,1,1,1,1
a1b0a712-f03e-11ef-ba52-010101010000,치과,0,1,1,1,1
a1b1b86c-f03e-11ef-ad65-010101010000,치과,0,1,1,1,1
a1b33f1d-f03e-11ef-ab65-010101010000,피부과,0,5,6,6,5
a1b3b43d-f03e-11ef-b617-010101010000,치과,0,10,9,11,11
a1b4507e-f03e-11ef-99ff-010101010000,내과,0,15,15,12,17
a1b4778c-f03e-11ef-8469-010101010000,내과,1,5,5,6,6
a1b4c5ad-f03e-11ef-808f-010101010000,치과,1,12,13,13,19
a1b4ecc0-f03e-11ef-93a6-010101010000,외과,0,16,15,16,11
a1b561ee-f03e-11ef-9927-010101010000,피부과,0,1,1,1,1
a1b561ef-f03e-11ef-bc84-010101010000,내과,0,4,4,4,4
a1b6c17c-f03e-11ef-9132-010101010000,치과,1,12,13,12,10
a1b70f9f-f03e-11ef-95c1-010101010000,내과,0,1,1,1,1
a1b7f9fc-f03e-11ef-8db1-010101010000,내과,0,3,3,3,3
a1b84830-f03e-11ef-a989-010101010000,내과,0,1,1,1,1
a1b86f3f-f03e-11ef-9228-010101010000,내과,0,1,1,1,1
a1bbcad2-f03e-11ef-8b36-010101010000,외과,0,1,1,1,1
a1bc6c7d-f03e-11ef-93ca-010101010000,외과,1,55,54,51,55
a1bd2fc8-f03e-11ef-8303-010101010000,내과,1,2,2,1,2
a1bd56db-f03e-11ef-b031-010101010000,내과,1,1,1,1,1
a1bd7de5-f03e-11ef-a28c-010101010000,내과,0,1,1,1,1
a1bda4f6-f03e-11ef-8add-010101010000,외과,0,1,1,1,1
a1be1a26-f03e-11ef-a934-010101010000,치과,1,2,2,2,3
a1bf52ae-f03e-11ef-a53a-010101010000,안과,0,1,1,1,1
a1bfa0c6-f03e-11ef-99f4-010101010000,안과,0,8,11,13,15
a1c08b20-f03e-11ef-8ba3-010101010000,내과,0,1,1,1,1
a1c08b21-f03e-11ef-96d4-010101010000,외과,1,34,35,36,37
a1c12769-f03e-11ef-be17-010101010000,내과,0,4,3,3,4
a1c1276a-f03e-11ef-9e9d-010101010000,피부과,0,1,1,1,1
a1c14e6f-f03e-11ef-ae78-010101010000,내과,0,1,1,1,1
a1c14e70-f03e-11ef-b7c6-010101010000,내과,0,95,136,144,112
a1c37155-f03e-11ef-98b2-010101010000,치과,0,17,18,19,19
a1c3e68a-f03e-11ef-823c-010101010000,내과,0,59,66,64,73
a1c40d9b-f03e-11ef-aaa2-010101010000,외과,1,1256,1523,1127,1118
a1c4d0ea-f03e-11ef-8576-010101010000,내과,0,1,1,1,2
a1c6ccca-f03e-11ef-8db3-010101010000,내과,0,1,1,1,1
a1c7b71e-f03e-11ef-8688-010101010000,치과,0,1,1,1,1
a1c80538-f03e-11ef-be6b-010101010000,치과,0,1,1,1,2
a1c82c47-f03e-11ef-a927-010101010000,내과,0,23,26,32,39
a1c8535c-f03e-11ef-bc3b-010101010000,내과,1,2,2,2,2
a1c8ef94-f03e-11ef-b6fd-010101010000,피부과,0,1,1,1,1
a1ca0138-f03e-11ef-ad31-010101010000,내과,1,385,391,446,434
a1ca0139-f03e-11ef-83af-010101010000,외과,0,10,10,5,13
a1ca4f5c-f03e-11ef-97a5-010101010000,내과,0,7,10,9,9
a1caeb99-f03e-11ef-892e-010101010000,피부과,0,1,1,2,1
a1cb9bdb-f03e-11ef-8e43-010101010000,내과,0,1,1,1,1
a1cc110d-f03e-11ef-a9e0-010101010000,외과,1,44,42,42,40
a1ccfb6e-f03e-11ef-b316-010101010000,내과,0,1,1,1,1
a1ccfb6f-f03e-11ef-a324-010101010000,내과,0,1,1,2,1
a1cd498c-f03e-11ef-8100-010101010000,내과,0,1,1,1,1
a1ce0ce0-f03e-11ef-84a5-010101010000,외과,0,146,211,207,208
a1ce33ed-f03e-11ef-a85f-010101010000,내과,0,1,1,1,1
a1cf6c70-f03e-11ef-b448-010101010000,내과,0,100,135,120,107
a1cf9382-f03e-11ef-8964-010101010000,내과,0,5,5,5,4
a1cfe19d-f03e-11ef-a975-010101010000,내과,0,91,81,91,93
a1d07ddd-f03e-11ef-a4b9-010101010000,내과,0,1,1,1,1
a1d1683f-f03e-11ef-8103-010101010000,외과,0,1,1,1,1
a1d1b65e-f03e-11ef-8813-010101010000,외과,0,3,4,4,4
a1d2529a-f03e-11ef-8b28-010101010000,피부과,1,1,1,1,1
a1d279ae-f03e-11ef-8e2f-010101010000,내과,0,1,1,1,1
a1d2eedb-f03e-11ef-a6e9-010101010000,내과,0,4,4,2,2
a1d33cfd-f03e-11ef-8746-010101010000,외과,1,4,4,4,4
a1d4275b-f03e-11ef-8f88-010101010000,내과,0,6,5,4,5
a1d49c89-f03e-11ef-a3c0-010101010000,피부과,1,1,2,2,1
a1d49c8a-f03e-11ef-9e93-010101010000,피부과,1,1,1,1,1
a1d6714a-f03e-11ef-afca-010101010000,내과,0,2,2,2,2
a1d6e67c-f03e-11ef-adc1-010101010000,내과,0,1,1,1,1
a1d70d8c-f03e-11ef-9b42-010101010000,피부과,1,159,196,180,179
a1d7a9cf-f03e-11ef-a16c-010101010000,내과,0,17,24,24,28
a1d8460e-f03e-11ef-8bee-010101010000,안과,1,4,5,4,5
a1d8e286-f03e-11ef-b3d7-010101010000,내과,0,74,72,71,81
a1d9a5ca-f03e-11ef-812d-010101010000,외과,0,1,1,1,1
a1daf222-f03e-11ef-8592-010101010000,피부과,0,6,9,10,8
a1db192b-f03e-11ef-9d4e-010101010000,외과,1,4,4,4,5
a1dc9fca-f03e-11ef-a7cf-010101010000,외과,1,84,94,82,116
a1dcc6db-f03e-11ef-9049-010101010000,외과,0,4,3,3,6
a1dd631d-f03e-11ef-94a5-010101010000,내과,1,1,1,1,1
a1de9b9c-f03e-11ef-aaef-010101010000,피부과,0,1,1,1,1
a1df37da-f03e-11ef-b305-010101010000,피부과,0,1,2,2,2
a1dfad08-f03e-11ef-84bd-010101010000,내과,0,1,1,1,1
a1e0224a-f03e-11ef-bdd4-010101010000,외과,1,21,11,15,38
a1e0494c-f03e-11ef-831a-010101010000,피부과,0,1,1,1,1
a1e0976e-f03e-11ef-8016-010101010000,외과,0,1,1,1,1
a1e0be7d-f03e-11ef-a8a3-010101010000,외과,0,34,34,43,39
a1e133b2-f03e-11ef-be40-010101010000,내과,0,5,5,5,4
a1e1f6f5-f03e-11ef-a232-010101010000,외과,0,7,7,8,6
a1e26c28-f03e-11ef-ba98-010101010000,외과,1,1,1,1,1
a1e32f80-f03e-11ef-9ed9-010101010000,피부과,0,17,16,20,21
a1e35687-f03e-11ef-9e96-010101010000,내과,0,6,6,6,8
a1e3f2cd-f03e-11ef-962d-010101010000,피부과,0,10,13,11,10
a1e57972-f03e-11ef-bee9-010101010000,내과,0,1,1,1,1
a1e5c786-f03e-11ef-8929-010101010000,피부과,0,3,4,4,6
a1e5ee9c-f03e-11ef-8fd2-010101010000,외과,0,1,1,1,1
